user_id,item_id,recommend,sentiment_analysis,year
Brojomojo,,,,
76561198063199558,48700,True,0.0,2014
hfoxy,,,,
76561198055070495,,,,
Bronx9146,246420,True,2.0,2014
76561198108132163,233720,False,2.0,2013
76561198088416466,,,,
broxce,239820,True,1.0,2015
brsajo,265930,True,1.0,0
xtomx_freedom,,,,
76561198041149604,346900,True,1.0,2015
76561198028042361,48800,True,2.0,2015
bryan4085,1840,False,0.0,2015
76561198052831153,434570,False,2.0,0
76561198060429887,,,,
btz2020,261640,False,2.0,2015
76561198079705633,,,,
76561198085144241,,,,
76561198069465728,251170,True,2.0,0
budgiethesmuggler,314010,True,2.0,0
76561198081938549,,,,
budniak1,367580,True,0.0,2015
bRNSHITUP,250500,True,1.0,2015
tinbgr,375600,True,2.0,2015
Unclehamisawesome,,,,
76561198042779835,,,,
coolvibesandchill,,,,
76561198044036045,,,,
76561198047418653,209650,False,2.0,2015
bunnty,227940,True,1.0,2015
Catch_Twenty_Two,335330,False,1.0,2014
76561197986144369,,,,
epicnugg,,,,
76561198123879774,,,,
76561198051103556,388520,True,1.0,2015
lobbie,271590,False,1.0,2015
76561198026959699,24240,True,1.0,2015
76561198019652792,227300,True,1.0,2014
Hogia,,,,
76561198029846088,400,True,1.0,2014
76561198072734711,211500,False,1.0,2014
MEDSBUMM,,,,
12779,225540,True,1.0,2015
76561198085183243,268750,False,1.0,0
76561198110404008,,,,
8947513,223770,True,2.0,2014
nukep,236390,False,0.0,0
byrxn,244930,True,2.0,2015
76561198080278106,50300,True,1.0,2014
timtam012,223750,True,0.0,2014
whatiyatalkinabeet,,,,
76561198055359584,200260,True,2.0,2013
76561198076514521,,,,
76561198070677367,65980,True,2.0,2015
Cactus_Chaos,,,,
cade51,,,,
76561197991548126,,,,
76561198055723928,,,,
76561198051064887,,,,
76561198042411838,273350,False,2.0,0
76561198042411838,,,,
Calesti,,,,
doyouevensmokeweed,,,,
76561198060459268,,,,
APCameron,,,,
cameroondormer,,,,
lestrepo,,,,
camjker,,,,
76561198068177117,,,,
76561198089135179,214950,True,2.0,2014
76561198023634778,,,,
76561198028249774,,,,
NetherCasts,8870,True,0.0,0
Canda,,,,
DemonRainDrops,,,,
76561198045591656,,,,
vitorgamer115,,,,
Spitfire182GE,,,,
thfbgfsbgfbgfbgfsbgbffb,,,,
L4MZBOO_DoniDass1112,,,,
SuchDogeMuchWoW,214830,True,2.0,2014
mumbo3352,248820,False,2.0,2015
brawlisforwii,8870,False,0.0,2015
76561198069758759,42910,True,2.0,2015
TheAmazingSpot,113200,False,1.0,2015
5554Grovesy,49520,True,0.0,2012
GimmedatUnusual,,,,
captainmehico,,,,
76561198074558199,220860,False,2.0,2015
Rectzonic,335240,False,0.0,2015
thaSaltyestOfCaptains,263980,True,2.0,2015
76561198024305714,,,,
CapSpook,,,,
76561198024310116,285900,True,0.0,2015
funnyfantom,,,,
thejotang,,,,
76561198073297020,,,,
76561198066118331,,,,
CapCheeze,345650,False,0.0,2015
captainfez,251870,False,2.0,2015
76561198219780653,391270,False,1.0,2015
76561198138045913,70,True,1.0,2015
Hobo_Ed,346110,False,2.0,2015
76561198083390406,,,,
SteamPunkDude227,,,,
jskode,217200,True,1.0,2015
carlo123100,630,False,2.0,2015
carlixx766,,,,
76561198046431850,102700,False,0.0,2013
Carlos926,,,,
f4fphoenix,,,,
76561198071509926,,,,
76561198088974596,108800,True,2.0,2014
76561198069737496,,,,
wcasagrande,,,,
76561198071755096,238460,True,1.0,2015
76561198032651953,,,,
tomas13a,220,True,2.0,2015
76561198044224232,,,,
krittabun,,,,
CatKawaii,,,,
cazaman11,,,,
76561198079652562,,,,
CB0ng,,,,
76561198059899740,,,,
76561198054131489,,,,
CCP115,,,,
76561198090431959,252150,True,2.0,2014
76561198054767146,,,,
76561198081434413,384990,True,2.0,2015
centor111,211260,True,2.0,2014
Lord_Marius,227600,True,2.0,2014
FinalBreakers,251630,True,2.0,2015
ClickOnThisLinkToAddMe,236450,True,2.0,2015
Chinnigan,40700,True,2.0,2015
dannysfatass,286100,True,2.0,2014
jbbuena,,,,
76561198072431907,,,,
Ch3nst3r,304240,True,2.0,0
76561198087135044,,,,
10101010101010109,,,,
thepedrochamp,,,,
auschandler,,,,
changingmags,404090,False,0.0,0
76561198026886919,,,,
ChaoticRampage,,,,
76561198054761819,512300,True,1.0,0
Seralox,200710,True,2.0,2014
76561198033883963,271290,True,2.0,2015
76561198057800009,,,,
76561198064600203,,,,
BirdieZ,340,True,0.0,2015
topkeklord7,,,,
76561198071117635,,,,
djcharles02,,,,
76561198039506014,,,,
76561198088838638,202730,True,2.0,2015
76561198042441420,,,,
76561198062406902,113400,True,1.0,2014
76561198072346840,,,,
11925219096,286080,True,2.0,2014
76561198064696304,,,,
pokeylegs,,,,
evankohgj,,,,
76561198081284814,,,,
76561198044585909,,,,
76561198093166360,269210,True,2.0,0
chiefnemes,,,,
76561198091066992,42910,True,1.0,2014
76561198084705916,92300,True,1.0,2014
76561198065949365,,,,
buttmutt,,,,
76561198075850578,,,,
76561198067285046,,,,
chpmnksnpr,6060,False,0.0,0
Elchiruuuu114,368230,True,2.0,0
420BlzeIT,,,,
76561198085916165,,,,
76561197994404698,224480,True,1.0,2014
chlamydiaabbo,383080,True,2.0,0
76561198092369007,,,,
chocodude,,,,
76561198058192790,,,,
TempaDick,248570,True,0.0,0
76561197968205306,220050,False,0.0,2015
Chopstar1,,,,
76561198063765495,226700,True,0.0,0
DSvictory,,,,
barcafan835,22370,True,0.0,2015
Chri-SEX-iled,,,,
ChrispyCertifiedAustralian,,,,
76561198017957749,,,,
HyperionDooM93,456280,False,2.0,0
76561198014580082,243470,False,1.0,2015
chewyi,,,,
Rekoonoftherekoons,240320,False,2.0,2015
76561198142474106,,,,
cianaatech,390730,True,2.0,0
Phor8,,,,
ciku85,,,,
76561198091490622,237930,True,2.0,2015
OfficialSenix,,,,
disizmehprofile,,,,
DiamondSwordBeGod,,,,
clashmecha,284160,True,0.0,2015
76561198051461196,250260,True,0.0,2015
plskillmenow,113020,True,0.0,2015
76561198034463083,,,,
greenclaweddragon,,,,
76561198065705830,294860,True,0.0,0
cloneninjalol,245170,True,0.0,2015
michaelbruce,28050,True,1.0,2015
76561198064609857,,,,
76561198076069088,,,,
76561198072556585,449800,True,2.0,0
cmuir37,433530,False,2.0,0
Slayer-Bld,360940,False,0.0,0
76561198085107888,402630,True,2.0,0
splonkeydonkey,,,,
76561198047185717,438270,True,2.0,0
codedj,222880,True,1.0,0
76561198041444919,,,,
76561198019443690,362890,False,2.0,2015
76561198053175659,,,,
stingingroger,,,,
PotatoMan1,,,,
76561198060870618,,,,
76561198090548578,,,,
76561197982665201,,,,
Sorefinger,,,,
76561198096443555,223430,True,2.0,0
comicalcorn,,,,
16538,,,,
76561198050243948,550,True,1.0,2013
KetsuKixBunni,17580,True,1.0,2013
76561198079356698,113400,True,1.0,2013
Engurneer,224260,True,1.0,2013
Fried_Bacon,239160,False,1.0,2015
MT-101,232090,True,1.0,2015
Alzahar,316390,False,0.0,2015
_fatlass_,,,,
CoNnEcT500BR,,,,
Meyjax,10180,True,1.0,2014
Connor5620,232970,True,2.0,2014
Azuralis,238430,True,0.0,2014
76561198051976770,63380,True,1.0,2014
76561198064532072,24960,True,1.0,2014
MrStealYourGirlZ,,,,
MehPonys,224540,False,1.0,0
76561198072036519,1840,True,2.0,2012
76561198064427658,12750,True,0.0,2012
76561198040900746,,,,
COOKIESCOOKIES123,99900,True,2.0,2012
kodiakbear52,212800,True,2.0,2012
76561198040183690,,,,
Haydzz,48700,True,2.0,2012
76561198074571299,105600,True,1.0,2012
76561198075584298,240,True,0.0,2015
coollord,,,,
zombiehackerbrah,,,,
76561198142398530,104700,True,1.0,2015
essex666,,,,
76561198146831507,236390,True,0.0,2015
aaronaaronaaron,,,,
76561198038904573,,,,
coregetsscores,,,,
76561198098364705,,,,
CornBeard,,,,
PintoProAlto,248820,True,1.0,2014
76561198061187428,239070,True,2.0,2014
Corporal_Punishment,,,,
76561198097864769,218620,True,1.0,2013
76561198082142359,221040,True,1.0,2013
Aviatorch,,,,
santa100,346110,False,0.0,0
76561198035005990,324080,True,2.0,2015
Ibukismywaifuforlaifu,,,,
Bad_Sleeping_Pattern_101,,,,
76561198044664331,,,,
sealbloke,243200,True,2.0,0
723943123,,,,
76561198095457579,104900,False,0.0,2014
CaptMcMurder,,,,
76561198050407999,,,,
crualninja,393380,True,0.0,0
PokeyStabbyThing,,,,
fireawesome,215256,True,2.0,2015
76561198042087397,,,,
Crafe,313340,True,1.0,2014
chocolate-donut-king,,,,
76561198057707533,,,,
HotDogKid47,17470,True,2.0,2015
crashsg32hatesspam,248820,True,2.0,2014
76561198068831727,298160,True,2.0,2014
note551,202170,True,2.0,2014
76561198093983570,,,,
artem_zhigarev,368500,True,2.0,2015
CrazyBones,,,,
76561198073515046,,,,
76561198007571248,289650,True,2.0,2014
13971397,267550,False,0.0,2015
CRAZYASIANGAMER1,,,,
Dythoras,,,,
76561198045865055,630,True,0.0,2014
CrazyKidGo,259080,True,2.0,2014
76561198103389855,,,,
76561197983697443,248820,True,2.0,2013
76561197983633274,80,True,2.0,2015
76561198080133542,,,,
76561198058177382,230050,True,2.0,2013
76561198095839864,494470,True,1.0,0
mrwillsy,,,,
Razorleaff,,,,
76561198047639654,,,,
76561198092068521,,,,
76561198086428888,35450,True,2.0,0
icripsy,,,,
3046123,268500,True,1.0,0
crixis48,365590,True,1.0,0
76561198028072716,236390,True,1.0,2013
76561198088699917,,,,
76561198048996327,,,,
Crudetasmanian,,,,
n00bsh0t,110800,True,2.0,2015
76561197993847898,,,,
Cryotechnic68,107410,False,0.0,2015
caffinatedshit,203140,True,2.0,2015
76561197970523542,,,,
baeritto,,,,
76561198080927111,,,,
Makurii,,,,
76561197976370569,,,,
76561198043043907,,,,
76561198087515956,,,,
ManaGenji,,,,
chewintheCUD,1250,True,0.0,2014
kanekicg,245760,True,2.0,2014
76561198064663981,,,,
Mishman44,,,,
76561198052266063,,,,
CupcakesArePainful,,,,
theartificialchicken,,,,
76561198066876703,206500,True,2.0,2014
curtiits,,,,
76561198025628522,249050,True,2.0,0
deathbyFIREWORKS,,,,
76561198127261950,,,,
Endless_Funn,227220,True,2.0,2014
BestCyanide,,,,
cybas101,,,,
76561198077828707,346900,False,2.0,2015
76561198200007842,,,,
CheeZeIzLuv,,,,
76561198071333155,,,,
scyana4,,,,
76561198010871424,,,,
76561198029595343,245470,True,2.0,2014
cyroth,730,False,2.0,2014
Cystrade,,,,
czarplays,219890,True,0.0,2014
76561198073775164,220200,True,1.0,2014
76561198098156317,242820,True,0.0,2014
catdownstairz,,,,
SpookyTheNotCuteGhost,,,,
d00dlebanger,,,,
hobostan,,,,
D3V3D,,,,
76561198099408755,,,,
76561198075153461,202170,True,0.0,0
76561198081375074,,,,
76561198043232952,,,,
gearlan,246620,True,2.0,2015
heilmeinyellerr,,,,
76561198080574444,42700,True,1.0,2014
thets_racist,,,,
DakiniBrave,,,,
76561198073350442,,,,
rengnar,,,,
DamnPyro,,,,
76561198099912561,,,,
Dubzayyy,319510,False,2.0,0
ImTheSloth,387860,False,1.0,2015
twinturboskyline,,,,
Dansnaith,,,,
domeweed,334230,True,0.0,2015
CreepyHuman,,,,
itsdandytime,,,,
76561198057762473,,,,
76561198070549039,,,,
76561198026203679,,,,
76561198089650922,487220,True,2.0,0
76561198024978857,,,,
greedylilshit,,,,
rainbowexplosian,,,,
76561198049669948,300380,True,2.0,2015
Alpha_m0use,211420,True,0.0,2014
76561198072343532,,,,
76561198047633346,,,,
Dantress,,,,
29123,,,,
29123,1250,True,1.0,2015
76561198048139138,251060,True,1.0,2014
76561198089191476,,,,
hardtostopme,245910,True,2.0,2014
76561198048123785,113204,False,1.0,2014
captainamerica9662,,,,
darhmonkey,,,,
gftdfc,,,,
DarkDarsi,,,,
76561198074333465,200170,True,1.0,0
DarkKnight2599,346120,True,0.0,0
76561198079314761,,,,
76561198093167547,,,,
76561198072534476,,,,
76561198078913614,17510,True,0.0,2014
Darknight234,,,,
Thedarkpotato,,,,
76561198072331629,202090,True,0.0,2014
darkdraco2704,339280,True,0.0,2015
The_Dark_Liger,,,,
Dark_samaCH_PONY,70000,True,1.0,2015
ImaMemerxxx,,,,
Jakey_Cee,,,,
DANGERMOOOUSE,,,,
agenteagle,,,,
blablabla174,239660,False,2.0,2014
DarthDunsparce,,,,
DarthRhys,55230,True,1.0,2015
76561198051313306,,,,
darvvin,282440,False,2.0,2015
dascorpi0n,,,,
Dascuugen,,,,
Dwash,256410,True,1.0,2013
itsmeDiegoXD,253250,False,2.0,2015
76561198079118839,47410,True,1.0,2014
quickquack,351730,False,2.0,2015
76561198068148027,,,,
76561198089766169,,,,
DerpGaming,,,,
76561198095943749,94400,False,0.0,2014
76561198072802409,325724,True,2.0,0
FDAOP,,,,
exploderguy,,,,
_Daughter_,17410,True,2.0,2014
76561198077728175,221910,True,2.0,2013
76561198079186950,,,,
76561198064372862,,,,
Dplayedition,,,,
yourmumshouselolswag420blaze,570,True,2.0,2012
voaDs,,,,
davidmwilliams,,,,
TechMark,,,,
76561198084694331,265550,True,1.0,2014
NymphIsBae,,,,
dayfoe,,,,
dazisbored,,,,
golddragon888,,,,
76561198094509661,,,,
76561198099350431,,,,
76561198016610271,206420,False,0.0,2014
OrangJagoBanget,,,,
deadtrooper6424,,,,
76561198075026598,,,,
daelak,,,,
76561198066037056,,,,
76561198058858525,,,,
76561198037086921,381210,False,0.0,0
Death159951,,,,
DeathHamster_,352460,True,1.0,2015
deathlord549,,,,
76561198048422769,,,,
PingazForDays,,,,
76561198065642311,,,,
76561198079557901,,,,
TheDecapotato,,,,
decnov81,332800,True,2.0,2014
decronus,,,,
WarlordPro,,,,
flyinghigherthanakite,389570,False,2.0,2015
dpskipper,,,,
76561198043580332,,,,
SuicidalSpree,221380,True,1.0,2013
defox01,383870,True,0.0,0
Gillus,234140,True,2.0,0
76561198054977907,203160,True,0.0,0
76561198097700773,,,,
PandaMessiahFromChina,22110,True,2.0,2012
thecoolone3,214850,True,2.0,2012
Delirious_Panda,55370,True,2.0,2012
dellerd,203850,True,2.0,2012
Chinonso2,35110,True,2.0,2012
76561198061157859,,,,
aeternum_solus,,,,
majorduck,404013,True,2.0,0
Demalice,,,,
76561198061294635,,,,
Denroxyou,,,,
76561198143796448,,,,
denko1,,,,
theoriginaldenny,,,,
Denzham,238460,True,0.0,2014
TfhuAWGscvg,,,,
rgnr81,,,,
klmao911,,,,
Tomohawk09,,,,
76561198068685888,,,,
Derplexity,,,,
IcyGurl,,,,
76561198058177580,,,,
SpectreGuy2015,,,,
76561198089665351,,,,
76561198048633975,,,,
cycloneblade11,,,,
76561198070519095,,,,
arasuki,,,,
Dessicrater,,,,
alicemurphynudes,,,,
76561198126500843,,,,
76561198097638512,,,,
DethInvictus,298110,True,2.0,2014
317984739321,,,,
eel_deuce,383120,True,2.0,0
76561198064109096,,,,
Deus_VuIt,,,,
76561198081440969,,,,
Devilmoo11,,,,
devoid,,,,
4563453467436754656677,,,,
DewyHQ,9340,False,2.0,2014
76561198069279256,,,,
deynarian,313340,True,2.0,2015
potatomemed123321,245170,True,2.0,2014
trumpsupporter,247730,True,2.0,0
edwarddavis,,,,
BioFlashPC,,,,
sammonchex,,,,
diabz,,,,
76561198029987469,209650,True,0.0,2015
123456789diamond987654321,,,,
dickrambo,,,,
tastyniggers69,436090,True,2.0,0
Poopsnugg,321960,False,2.0,0
d1ckflip,,,,
Jollyjawa,,,,
Sadtaco,,,,
BOOTHEGHOSTgaming,277930,True,1.0,2014
76561198093468239,,,,
76561198100915105,,,,
76561198037338234,308420,True,2.0,2014
76561198050768793,500,True,1.0,2013
YumiHayashibiara,,,,
digirice,272600,True,2.0,0
76561198057178277,232790,True,2.0,2015
76561198033457836,352520,True,2.0,0
Zirconn,384630,True,2.0,0
Dilberto3000,288160,True,2.0,0
76561198059382872,395520,True,2.0,0
Dimmerworld,346250,True,2.0,0
DimmortalZ,,,,
sasnapper,211420,True,0.0,0
76561198094455687,200210,False,2.0,0
klDINO,,,,
76561198052090943,42160,True,1.0,2014
76561198082614655,1930,True,2.0,2014
76561198055330941,12220,True,2.0,2014
76561198055330941,,,,
SpiderTheLoko,9900,False,0.0,2014
Dion123,220240,False,2.0,2014
GamingDirewolf,24740,True,2.0,2014
76561198045334803,238960,False,0.0,2014
SassyLemon,47410,False,0.0,2014
MattBowles,,,,
Discoflw,,,,
76561198046311245,268400,True,2.0,2015
76561198086936067,,,,
DisturbedDope23,366660,False,1.0,2015
291129112911291129112911,,,,
20041213,,,,
Dividolp,,,,
76561198070343396,250320,True,1.0,0
patrik3029,221100,False,1.0,0
DjSingularity,201830,False,1.0,0
76561198097976037,385760,True,2.0,0
djnemonic,287700,True,0.0,2015
DJSean,,,,
carsa2k,,,,
76561198111943364,393010,True,2.0,0
georgebrah,,,,
76561198088742582,,,,
NoNameAnonymous,,,,
76561197998876897,,,,
76561198083522714,299860,False,2.0,0
76561198084087283,434570,True,2.0,0
jvkzero,,,,
4432XABLAU,,,,
PWKV,243870,False,2.0,0
dodado1,,,,
Ninjinius,291480,True,2.0,0
76561198070174597,,,,
LeedleLeedleLeedleLee,,,,
dogmaster108,,,,
Enemyofthetroll,236850,True,2.0,0
apotatodealer,394360,True,1.0,0
76561198067336524,244450,True,2.0,2015
MEOWYMEOOWWEWEW,,,,
randyy242,,,,
urmumdiedxd,223710,True,2.0,2014
kozleewat,,,,
76561198052180481,,,,
76561198071695653,51100,True,1.0,2015
tRollioi,,,,
Dolphinquack,,,,
76561198069616842,,,,
kharr999,,,,
76561197996524718,220050,False,0.0,2014
phgodfather,,,,
76561198082639535,215470,True,2.0,2014
76561198043173492,16730,True,2.0,2015
76561198012252740,,,,
JD_WCE,,,,
thepengwin,298260,True,2.0,2014
76561198094233773,452650,False,2.0,0
doobyjohnson,409170,True,2.0,0
76561198079228209,,,,
doogi,,,,
DOOMBOY12345,235780,True,2.0,2014
Suparcoffeeninja,224580,True,2.0,2013
76561198069762451,386070,False,0.0,2015
76561198073248766,230190,False,0.0,2015
76561198074259637,,,,
76561198143395684,509840,True,2.0,0
76561198053351607,418010,True,2.0,0
76561198082881423,10220,True,2.0,2014
haritharsyadcp,,,,
haritharsyadcp,107900,True,1.0,0
DaBiff,,,,
nolosing,,,,
dougamer,,,,
DovaMeal,204100,False,1.0,2015
76561198058547096,265770,False,2.0,2015
Droleee,,,,
Dozza_The_Wozza,,,,
DefNotPeter,214950,True,0.0,2014
76561197965208032,,,,
tallme22,,,,
Dr_Cannibalism,4780,True,0.0,2014
76561198045349941,,,,
green_fox12,,,,
76561198061762817,,,,
76561198061178366,,,,
76561197999539608,,,,
drmeeep,245170,True,2.0,2015
Redjay1,,,,
pixelturtle,,,,
76561198088830592,67370,True,2.0,2015
not_a_weeaboo,,,,
76561198073666829,22320,True,2.0,2015
76561198040152832,286100,True,2.0,2015
baimee,,,,
76561198057660678,,,,
76561198028843194,,,,
76561198043636856,,,,
Dramiken,253710,False,0.0,2015
76561198074479756,,,,
dravenk,213650,True,2.0,2014
Draydian,,,,
drazsyker,,,,
dreadedfungus,389170,True,0.0,0
76561198112110389,,,,
millplaygame,,,,
Drewmatic,,,,
DrexelWhiteWalter,,,,
76561198045470612,,,,
76561198084623564,,,,
DripU,,,,
drako227,,,,
Drizzless,,,,
xDrkx,,,,
76561198050271217,,,,
DrMolo,,,,
Drocadile,480480,False,0.0,0
76561198014421677,,,,
Drocadile,,,,
76561198014421677,,,,
droidcommandohero,370100,True,0.0,2015
droids18,,,,
Mexican-Putin,,,,
76561198079218581,,,,
76561198063882554,,,,
SpiicyOrange,107900,True,1.0,2013
76561198075369739,,,,
drunkchef,311210,False,1.0,0
KeepTheChangeYouFilthyAnimal,,,,
NuClearBomba,,,,
gingerninger,209160,False,2.0,2014
76561198068718484,220,True,0.0,0
Dub5,,,,
DubberRucky,400,True,1.0,0
dubstep3000,219890,True,2.0,2014
chuzz,107600,True,2.0,2014
BESTPERSON,,,,
76561198062039624,45100,True,2.0,2014
76561197982437091,,,,
76561198044588815,209870,True,1.0,2012
TheDucktor,209160,True,1.0,2015
Duckuy,,,,
76561198085125793,,,,
dudumon,,,,
flamingdrag00n,,,,
76561198068392470,,,,
readthisURL,,,,
min3man,359550,True,0.0,0
76561198055400340,,,,
76561198106782017,,,,
Dunaway,237930,True,2.0,0
rosalindo,209060,True,2.0,0
76561198055542679,243870,True,0.0,2014
DusCrazyPerson,,,,
MAKLO_GEMING_xDDDD,,,,
PrintedinGold,,,,
76561198036933069,,,,
Asyamercilicious,,,,
76561198046914681,225540,False,2.0,2015
pizzerman,,,,
AnimuIsLyfe,202130,False,0.0,2014
76561198045698134,,,,
DylanKenzo,,,,
Dyrrrrran,203140,True,2.0,2014
76561198010698336,,,,
76561198098852080,,,,
mukeshmani,211820,True,1.0,2013
76561198008793871,105600,True,0.0,2013
Legendld,,,,
GremoryEagle,,,,
76561198064646436,,,,
76561198084685872,,,,
76561198103108238,,,,
ineedacsgolobu,,,,
76561198044052424,,,,
76561198048030308,,,,
azkk,51100,True,1.0,0
landaishan,,,,
ecobro3,224540,True,1.0,2014
vesgozina,,,,
76561198094321155,242860,True,2.0,2014
76561198063000481,394360,True,2.0,0
76561198005576563,,,,
NinjaPrei,329130,True,2.0,0
Highpancake,,,,
76561198089095498,,,,
76561198062533699,,,,
fghjndaguihuigheir,,,,
Sanskeleteen,207350,True,2.0,0
HeyGoodCookin,331220,True,2.0,2015
edyac,,,,
Eehee,,,,
76561198047746970,,,,
assassintorteachip,,,,
76561198038228033,,,,
76561198038840599,,,,
76561198060423795,339120,True,2.0,2014
senpiflesh,,,,
Ehryus,290080,True,2.0,0
eiberg10,,,,
eiglow,,,,
nano11ful,,,,
BankBunk,,,,
SuccForCancer,227100,True,0.0,2013
564743553uy5367,,,,
76561198041122979,273390,True,0.0,2014
Ekijo,,,,
the_commissariat,,,,
76561198068550186,,,,
CRAWLING-ON-MY-CRAWL,,,,
qwevor,,,,
76561198086311312,113400,False,0.0,0
76561198073902962,253710,True,2.0,2014
pejelagarto0,,,,
76561198103357676,,,,
76561198100006420,,,,
elcasero,241560,True,2.0,2014
76561198063046120,,,,
thomas_v2000,263540,True,2.0,2014
Hugenanagugu2,227300,True,2.0,2014
76561198011493875,247020,False,1.0,2015
76561198056652803,,,,
ElectroSpeed,,,,
localadelaideman,,,,
76561198060319088,,,,
elektro_haus,,,,
76561198060785575,220440,True,0.0,2013
elgerjp,50130,True,0.0,2013
elind21,240,True,0.0,2013
76561198069687708,,,,
Elk160,,,,
elkpodeush,,,,
Elkurr,,,,
76561197973337386,351640,True,1.0,2015
76561198076357381,,,,
elrims,,,,
Elt0r,209650,True,2.0,2015
marshythemarshmallowman,,,,
Boracks,,,,
76561198071534186,,,,
76561198045272489,72850,False,0.0,2015
Ember1654,378120,True,2.0,0
76561198049440934,209870,False,2.0,2015
76561198088869440,252950,False,1.0,2015
76561198011526765,,,,
76561198070113262,226700,False,2.0,2015
EmperorFaiz,,,,
emporer88,207230,False,0.0,2014
mting4,,,,
76561198040378347,,,,
76561198065344627,,,,
EngesDesTodes,,,,
whoisENIGMA,,,,
76561198112984906,,,,
Enska,379980,True,2.0,0
76561198053524100,374320,True,1.0,0
epicbudgie,311310,True,1.0,0
CaptainCrytec,,,,
epiclyralphy,,,,
76561198094065803,270570,True,2.0,2014
youareverygay,218130,True,1.0,2013
epicsnail1996,1670,False,2.0,2015
chumlee0409,360480,True,2.0,2015
doyouwantorp,42160,False,2.0,2015
Eralus,,,,
76561198096686903,,,,
holy_angel_of_death,,,,
radiusstep,,,,
76561197971124277,,,,
76561198052272007,,,,
escapetradingprofile,359050,True,2.0,0
76561198048432706,265630,True,0.0,2015
esem88,,,,
76561198045345917,242760,True,2.0,2015
76561198095949314,,,,
12DeAgostoAs12HRSe26MIN,275850,False,1.0,0
AlastorSeah,,,,
Esvada,35700,True,2.0,2011
DEx-XYZ,17710,True,2.0,2011
EDeSpAiR21,28050,True,2.0,2011
eternalblast,,,,
eterna_amn,,,,
76561198070692098,,,,
TempestNZ,,,,
ethreneral,,,,
Etoka,,,,
ETomb,,,,
luizturazzi,,,,
Pinguinbeta18,,,,
Eudanil,,,,
76561198048578169,,,,
eunmac,,,,
Tropic_Thunder_,,,,
76561198015083155,,,,
Everae,12470,False,0.0,2013
BitchIAmGod,,,,
76561198062630600,,,,
Eviloverlord1987BC,247020,True,2.0,2014
76561198102826090,343780,True,2.0,2015
76561198080634902,,,,
evilkenshin,,,,
76561198088356010,271860,True,1.0,2015
76561197981374310,,,,
76561197970532600,,,,
76561198079314344,,,,
Exhilaration,,,,
76561198128996717,,,,
chroniclescreation,,,,
Exodus20010,253690,True,2.0,2014
fam4,264200,True,2.0,2014
Externalz,,,,
ExtraEdition,,,,
ExtraSpicySauce,,,,
chrisread672,,,,
Sweetnurs,,,,
Ezenthar,212500,True,1.0,2014
gaynurds,33460,False,2.0,2015
faffandtheworldfaffswithyou,,,,
76561198066295384,,,,
76561198091572560,,,,
fab032,,,,
feechdoingwork,,,,
minecraftmodder,,,,
LucasArthur,243870,False,1.0,2015
76561198098358388,,,,
dogrider,220260,True,2.0,2013
76561198060177221,1250,False,0.0,2014
breadedaustralia,,,,
digitalgateway777,201790,True,2.0,2012
faaipdg,,,,
Faawks,212160,True,2.0,2015
Letachal,,,,
fabledhyperdrive,,,,
bigchillkid,,,,
76561198090604018,,,,
DannyV8,,,,
FadedTemplar,,,,
76561198032428003,,,,
Ifuckedmycompanioncube,,,,
FahRockZa,,,,
failninja1,,,,
gramedota,250600,True,1.0,2015
oishigreenteaisaverynicedrink,,,,
FALL3NAngel,386510,False,1.0,2015
ManFallout,,,,
76561198076307555,51100,True,2.0,2015
Wharbagarble,,,,
76561197965059579,,,,
76561198061001172,,,,
76561198083453517,50300,True,0.0,2014
Deathomega313,,,,
fantomexican,,,,
76561198077199736,250600,True,0.0,2015
76561197987394736,260230,True,0.0,2014
farsight87,,,,
Billy_The_Dog,17470,True,2.0,2014
fastik4321,,,,
FatChicken420,,,,
76561198091325442,,,,
feemdeusenosirmao,,,,
76561198093380344,,,,
fatkings,,,,
76561198041749839,,,,
bbcsfaul,262060,True,0.0,2015
76561198077794867,,,,
76561198066375702,205100,True,2.0,0
EthoXGaming,,,,
76561198077794867,,,,
76561198066375702,4000,True,2.0,2011
EthoXGaming,239820,True,0.0,2014
76561197971077817,33440,True,2.0,2014
fazz,,,,
nene_oficial,,,,
FalconsProfile,8340,True,2.0,2013
76561198047208774,1840,True,0.0,2012
fearedwolf64,400,True,0.0,2011
76561198011735059,,,,
Rushalike,219740,True,0.0,2014
federige,,,,
76561198049506705,,,,
s2006mark,,,,
Johnnyfuckingwonny,,,,
76561198085571748,,,,
76561198050582418,39210,True,2.0,0
choprang,,,,
FemBoy1998-AU,,,,
76561198057540371,,,,
Flashfennec,,,,
AzzCat95,333930,False,2.0,0
FestiveDuckGaming,,,,
ITS-A-FIDO,,,,
FieryWolf29,,,,
FiggidyJiggidy,242130,False,0.0,0
76561198059849113,254440,False,0.0,2014
76561198093816684,,,,
76561198079316104,,,,
76561198090110632,273110,True,2.0,2015
thisisTAYZ,437220,True,0.0,0
76561198078144206,,,,
Findoogle,,,,
Nightmare3456,,,,
finnix17,224260,False,0.0,2014
killthewildlife,300040,True,2.0,2014
FireBathz,449680,False,0.0,0
76561198079354308,387240,True,2.0,2015
76561198059743525,207750,True,2.0,2014
76561198012424984,,,,
FireHalo,,,,
76561198064195918,238210,True,2.0,2014
firestarter2001,70,True,1.0,2014
firnin_hanks,45760,True,2.0,2013
mfsdb,,,,
76561198075473858,,,,
