genres,release_year,id,app_name
Action,2017,641382.0,Tom Clancy's Rainbow Six® Siege - Capitão Loreto Set
Casual,2017,590245.0,Rocksmith® 2014 Edition – Remastered – Alabama Shakes Song Pack
Simulation,2017,590245.0,Rocksmith® 2014 Edition – Remastered – Alabama Shakes Song Pack
Casual,2017,590247.0,Rocksmith® 2014 Edition – Remastered – Alabama Shakes - “Don’t Wanna Fight”
Simulation,2017,590247.0,Rocksmith® 2014 Edition – Remastered – Alabama Shakes - “Don’t Wanna Fight”
Casual,2017,590246.0,Rocksmith® 2014 Edition – Remastered – Alabama Shakes - “Hold On”
Simulation,2017,590246.0,Rocksmith® 2014 Edition – Remastered – Alabama Shakes - “Hold On”
Casual,2017,590248.0,Rocksmith® 2014 Edition – Remastered – Alabama Shakes - “Gimme All Your Love”
Simulation,2017,590248.0,Rocksmith® 2014 Edition – Remastered – Alabama Shakes - “Gimme All Your Love”
Casual,2017,590249.0,Rocksmith® 2014 Edition – Remastered – Alabama Shakes - “Always Alright”
Simulation,2017,590249.0,Rocksmith® 2014 Edition – Remastered – Alabama Shakes - “Always Alright”
Action,2017,654710.0,Ashes
Adventure,2017,654710.0,Ashes
Indie,2017,654710.0,Ashes
Action,2017,644150.0,Smogland
Adventure,2017,644150.0,Smogland
Indie,2017,644150.0,Smogland
Early Access,2017,644150.0,Smogland
Indie,2017,636390.0,Ticket to Earth
RPG,2017,636390.0,Ticket to Earth
Strategy,2017,636390.0,Ticket to Earth
Indie,2017,659540.0,Warsim: The Realm of Aslona
RPG,2017,659540.0,Warsim: The Realm of Aslona
Simulation,2017,659540.0,Warsim: The Realm of Aslona
Strategy,2017,659540.0,Warsim: The Realm of Aslona
Early Access,2017,659540.0,Warsim: The Realm of Aslona
,,654090.0,High clear VR
Action,2007,655440.0,Panzer Killer
Casual,2007,655440.0,Panzer Killer
Simulation,2007,655440.0,Panzer Killer
Adventure,2018,666140.0,My Time At Portia
Casual,2018,666140.0,My Time At Portia
Indie,2018,666140.0,My Time At Portia
RPG,2018,666140.0,My Time At Portia
Simulation,2018,666140.0,My Time At Portia
Early Access,2018,666140.0,My Time At Portia
Adventure,2018,604330.0,The Crown of Leaves
Indie,2018,604330.0,The Crown of Leaves
Action,2017,662850.0,Shattered God DEMO
Adventure,2017,662850.0,Shattered God DEMO
Indie,2017,662850.0,Shattered God DEMO
RPG,2017,662850.0,Shattered God DEMO
Casual,2017,665990.0,Anomalies - Sights and Sounds
Indie,2017,665990.0,Anomalies - Sights and Sounds
Simulation,2017,665990.0,Anomalies - Sights and Sounds
Adventure,2017,667250.0,Your Smile Beyond Twilight - Original Soundtrack
Indie,2017,667250.0,Your Smile Beyond Twilight - Original Soundtrack
Indie,2017,652560.0,Beached
RPG,2017,652560.0,Beached
Early Access,2017,652560.0,Beached
Casual,2017,664080.0,Turn your Destiny
Indie,2017,664080.0,Turn your Destiny
Simulation,2017,663230.0,OMSI 2 Add-on Downloadpack Vol. 2 - KI-Fahrzeuge
Racing,2017,605560.0,MXGP3 - Monster Energy SMX Riders Cup
Simulation,2017,605560.0,MXGP3 - Monster Energy SMX Riders Cup
Sports,2017,605560.0,MXGP3 - Monster Energy SMX Riders Cup
Indie,2017,656200.0,ESports Club
Simulation,2017,656200.0,ESports Club
Sports,2017,656200.0,ESports Club
Strategy,2017,656200.0,ESports Club
Early Access,2017,656200.0,ESports Club
Racing,2017,535850.0,Micro Machines World Series
,,665620.0,Zombie Hobby VR
Action,2017,640970.0,In Game Adventure: Legend of Monsters
Casual,2017,640970.0,In Game Adventure: Legend of Monsters
Indie,2017,640970.0,In Game Adventure: Legend of Monsters
Indie,2017,428610.0,Longsword - Tabletop Tactics
Strategy,2017,428610.0,Longsword - Tabletop Tactics
Early Access,2017,428610.0,Longsword - Tabletop Tactics
RPG,2017,663430.0,This is not RPG
Sports,2017,556480.0,Rugby League Live 4
,,538000.0,Hop Step Sing! Kisekiteki Shining! (HQ Edition)
,,646530.0,Hop Step Sing! kiss×kiss×kiss (HQ Edition)
Action,2017,666960.0,Cowboy's Adventure
Adventure,2017,666960.0,Cowboy's Adventure
Indie,2017,666960.0,Cowboy's Adventure
Casual,2017,664030.0,Time To Walk Alone
Indie,2017,664030.0,Time To Walk Alone
Adventure,2017,658384.0,Emma (for Athopiu)
Casual,2017,658384.0,Emma (for Athopiu)
Indie,2017,658384.0,Emma (for Athopiu)
RPG,2017,658384.0,Emma (for Athopiu)
Strategy,2017,658384.0,Emma (for Athopiu)
Adventure,2017,658380.0,Emily (for Athopiu)
Casual,2017,658380.0,Emily (for Athopiu)
Indie,2017,658380.0,Emily (for Athopiu)
RPG,2017,658380.0,Emily (for Athopiu)
Strategy,2017,658380.0,Emily (for Athopiu)
Adventure,2017,658381.0,Jack (for Athopiu)
Casual,2017,658381.0,Jack (for Athopiu)
Indie,2017,658381.0,Jack (for Athopiu)
RPG,2017,658381.0,Jack (for Athopiu)
Strategy,2017,658381.0,Jack (for Athopiu)
Simulation,2017,613430.0,TANE DLC: Quinnimont Coal Drag
Indie,2017,615020.0,King of the World
Strategy,2017,615020.0,King of the World
Early Access,2017,615020.0,King of the World
Casual,2017,438951.0,Pure Hold'em - Ringleader Card Deck
Indie,2017,438951.0,Pure Hold'em - Ringleader Card Deck
Simulation,2017,438951.0,Pure Hold'em - Ringleader Card Deck
Sports,2017,438951.0,Pure Hold'em - Ringleader Card Deck
Strategy,2017,438951.0,Pure Hold'em - Ringleader Card Deck
Casual,2017,619380.0,The little vampir
Indie,2017,619380.0,The little vampir
Strategy,2017,619380.0,The little vampir
Strategy,2017,638760.0,The Horus Heresy: Battle of Tallarn - Underworld Campaign
Action,2017,663420.0,Anarchy Online: Music Collection
Adventure,2017,663420.0,Anarchy Online: Music Collection
Free to Play,2017,663420.0,Anarchy Online: Music Collection
Massively Multiplayer,2017,663420.0,Anarchy Online: Music Collection
RPG,2017,663420.0,Anarchy Online: Music Collection
Strategy,2017,663420.0,Anarchy Online: Music Collection
,,425400.0,Block Rocking Beats
Casual,2017,623160.0,Zombie Solitaire 2 Chapter 1
Adventure,2017,665600.0,Dabda
Casual,2017,665600.0,Dabda
Indie,2017,665600.0,Dabda
Casual,2017,636050.0,5 Star Rio Resort
Action,2017,622040.0,Zooicide
Casual,2017,622040.0,Zooicide
Indie,2017,622040.0,Zooicide
Simulation,2017,622040.0,Zooicide
Early Access,2017,622040.0,Zooicide
,,652830.0,Lost Legends: The Pharaoh's Tomb
Education,2017,644300.0,Family Tree Heritage™ Platinum 15 –  Mac
Adventure,2017,646960.0,Three Twenty One
Indie,2017,646960.0,Three Twenty One
,,645480.0,Spider-Man: Homecoming - Virtual Reality Experience
,,606350.0,Puttyface
Simulation,2017,612200.0,TANE DLC: Victorian Railways Type 4 DD Class Pack - Canadian Red
Action,2017,569350.0,RoboCritters
Indie,2017,569350.0,RoboCritters
Strategy,2017,569350.0,RoboCritters
Simulation,2017,623616.0,X-Plane 11 - Add-on: Aerosoft - Airport Southwest Florida Intl.
Action,2017,651400.0,BULLET SOUL / バレットソウル - 弾魂 - Original Soundtrack
Action,2017,652530.0,Potentia
Indie,2017,652530.0,Potentia
,,654070.0,Escape Room
Action,2017,655250.0,Insectophobia : Episode 1
Adventure,2017,655250.0,Insectophobia : Episode 1
Indie,2017,655250.0,Insectophobia : Episode 1
Action,2017,667860.0,THOTH Soundtrack
Indie,2017,667860.0,THOTH Soundtrack
Adventure,2017,649550.0,Three Twenty One - Extra Content
Indie,2017,649550.0,Three Twenty One - Extra Content
Adventure,2017,657350.0,White Noise 2 - Okiku
Indie,2017,657350.0,White Noise 2 - Okiku
Casual,2017,641870.0,symeCu8e
Indie,2017,641870.0,symeCu8e
Strategy,2017,641870.0,symeCu8e
Action,2017,569290.0,Metamorfose S
Adventure,2017,569290.0,Metamorfose S
Indie,2017,569290.0,Metamorfose S
Action,2017,656620.0,Circuit Warz
Indie,2017,656620.0,Circuit Warz
Animation &amp; Modeling,2017,652840.0,Live2DViewerEX - [Widget] Analog Clock (Deprecated)
Indie,2017,652610.0,Stick Nightmare
Action,2017,641860.0,Trenches of War
Casual,2017,641860.0,Trenches of War
Indie,2017,641860.0,Trenches of War
Strategy,2017,641860.0,Trenches of War
Adventure,2017,469720.0,Monsters' Den: Godfall
Indie,2017,469720.0,Monsters' Den: Godfall
RPG,2017,469720.0,Monsters' Den: Godfall
Strategy,2017,469720.0,Monsters' Den: Godfall
Action,2017,665650.0,2V Hoverbike
Indie,2017,665650.0,2V Hoverbike
Adventure,2017,665580.0,HEX: Frostheart Bundle
Free to Play,2017,665580.0,HEX: Frostheart Bundle
RPG,2017,665580.0,HEX: Frostheart Bundle
Strategy,2017,665580.0,HEX: Frostheart Bundle
Action,2017,650770.0,Time Gun / 时间枪
Adventure,2017,650770.0,Time Gun / 时间枪
Indie,2017,650770.0,Time Gun / 时间枪
,,633970.0,Heroes Never Die
Indie,2017,666010.0,Refract
Strategy,2017,666010.0,Refract
Strategy,2017,397760.0,Urban War Defense
Early Access,2017,397760.0,Urban War Defense
Action,2017,645470.0,LOG the game
Adventure,2017,645470.0,LOG the game
Indie,2017,645470.0,LOG the game
Racing,2017,645470.0,LOG the game
,,601330.0,Eye of Odin
Simulation,2017,562384.0,TS Marketplace: Miami – West Palm Beach Scenario Pack 01 Add-On
Action,2018,596580.0,Fading of Zarya 7
Adventure,2018,596580.0,Fading of Zarya 7
Indie,2018,596580.0,Fading of Zarya 7
RPG,2018,596580.0,Fading of Zarya 7
Strategy,2018,596580.0,Fading of Zarya 7
Action,2017,654020.0,Ben The Exorcist
Adventure,2017,654020.0,Ben The Exorcist
Indie,2017,654020.0,Ben The Exorcist
Action,2016,661730.0,Dawn of H'btakh
Indie,2016,661730.0,Dawn of H'btakh
Adventure,2017,673340.0,Red Spider Chronicle
Action,2017,648880.0,SOYF: S#!T ON YOUR FRIENDS
Casual,2017,673320.0,Zaccaria Pinball - House of Diamonds 2017 Table
Free to Play,2017,673320.0,Zaccaria Pinball - House of Diamonds 2017 Table
Simulation,2017,673320.0,Zaccaria Pinball - House of Diamonds 2017 Table
Sports,2017,673320.0,Zaccaria Pinball - House of Diamonds 2017 Table
,,566060.0,The Crypts of Anak Shaba - VR
Indie,2017,666300.0,Fantasy Grounds - Gaming #6: Magical Beasts (Token Pack)
RPG,2017,666300.0,Fantasy Grounds - Gaming #6: Magical Beasts (Token Pack)
Strategy,2017,666300.0,Fantasy Grounds - Gaming #6: Magical Beasts (Token Pack)
Action,2017,613270.0,Dinosis Survival
Adventure,2017,613270.0,Dinosis Survival
Indie,2017,613270.0,Dinosis Survival
Simulation,2017,613270.0,Dinosis Survival
Casual,2017,672530.0,Queen of Seas - Original Sound Track
Indie,2017,672530.0,Queen of Seas - Original Sound Track
Casual,2017,591506.0,Pixel Puzzles Ultimate - Puzzle Pack: Variety Pack 1
Free to Play,2017,591506.0,Pixel Puzzles Ultimate - Puzzle Pack: Variety Pack 1
Indie,2017,591506.0,Pixel Puzzles Ultimate - Puzzle Pack: Variety Pack 1
Simulation,2017,591506.0,Pixel Puzzles Ultimate - Puzzle Pack: Variety Pack 1
Sports,2017,591506.0,Pixel Puzzles Ultimate - Puzzle Pack: Variety Pack 1
Strategy,2017,591506.0,Pixel Puzzles Ultimate - Puzzle Pack: Variety Pack 1
Indie,2017,667370.0,"Fantasy Grounds - Gaming #7: Constructs, Elementals, & Fey (Token Pack)"
RPG,2017,667370.0,"Fantasy Grounds - Gaming #7: Constructs, Elementals, & Fey (Token Pack)"
Strategy,2017,667370.0,"Fantasy Grounds - Gaming #7: Constructs, Elementals, & Fey (Token Pack)"
Indie,2017,665520.0,Fantasy Grounds - Gaming #5: Dragons & Giants (Token Pack)
RPG,2017,665520.0,Fantasy Grounds - Gaming #5: Dragons & Giants (Token Pack)
Strategy,2017,665520.0,Fantasy Grounds - Gaming #5: Dragons & Giants (Token Pack)
Indie,2017,668090.0,Fantasy Grounds - Gaming #9: Monstrous Humanoids & Outsiders (Token Pack)
RPG,2017,668090.0,Fantasy Grounds - Gaming #9: Monstrous Humanoids & Outsiders (Token Pack)
Strategy,2017,668090.0,Fantasy Grounds - Gaming #9: Monstrous Humanoids & Outsiders (Token Pack)
Adventure,2017,671230.0,Spirits: Ciel Bleu
Indie,2017,671230.0,Spirits: Ciel Bleu
Simulation,2017,671230.0,Spirits: Ciel Bleu
Casual,2017,654920.0,SQR🔲 2
Indie,2017,654920.0,SQR🔲 2
Adventure,2017,514540.0,Hate Free Heroes RPG
Indie,2017,514540.0,Hate Free Heroes RPG
RPG,2017,514540.0,Hate Free Heroes RPG
Adventure,2017,644680.0,"Libra of the Vampire Princess: Lycoris & Aoi in ""The Promise"" PLUS Iris in ""Homeworld"""
Casual,2017,644680.0,"Libra of the Vampire Princess: Lycoris & Aoi in ""The Promise"" PLUS Iris in ""Homeworld"""
Simulation,2017,644680.0,"Libra of the Vampire Princess: Lycoris & Aoi in ""The Promise"" PLUS Iris in ""Homeworld"""
,,610260.0,American VR Coasters
,,649630.0,DarkMaze
Action,2017,662400.0,Steampunk Action Battle Simulator
Adventure,2017,662400.0,Steampunk Action Battle Simulator
Simulation,2017,662400.0,Steampunk Action Battle Simulator
Strategy,2017,662400.0,Steampunk Action Battle Simulator
,,672570.0,The Western Hunter
Action,2017,655460.0,Hooligan Vasja: Halloween
Casual,2017,655460.0,Hooligan Vasja: Halloween
Indie,2017,655460.0,Hooligan Vasja: Halloween
Action,2017,655310.0,Hard Man
Casual,2017,655310.0,Hard Man
Indie,2017,655310.0,Hard Man
Casual,2017,655300.0,Boom-Bahh
Indie,2017,655300.0,Boom-Bahh
Strategy,2017,655300.0,Boom-Bahh
Action,2017,659350.0,Cowboy Revenge
Casual,2017,659350.0,Cowboy Revenge
Indie,2017,659350.0,Cowboy Revenge
Massively Multiplayer,2017,659350.0,Cowboy Revenge
Action,2017,658770.0,Dreamals: Dream Quest
Casual,2017,658770.0,Dreamals: Dream Quest
Indie,2017,658770.0,Dreamals: Dream Quest
Casual,2016,658800.0,Fantasy Mosaics 16: Six Colors in Wonderland
Indie,2016,658800.0,Fantasy Mosaics 16: Six Colors in Wonderland
Casual,2017,591502.0,Pixel Puzzles Ultimate - Puzzle Pack: China
Free to Play,2017,591502.0,Pixel Puzzles Ultimate - Puzzle Pack: China
Indie,2017,591502.0,Pixel Puzzles Ultimate - Puzzle Pack: China
Simulation,2017,591502.0,Pixel Puzzles Ultimate - Puzzle Pack: China
Sports,2017,591502.0,Pixel Puzzles Ultimate - Puzzle Pack: China
Strategy,2017,591502.0,Pixel Puzzles Ultimate - Puzzle Pack: China
Action,2017,654950.0,Labyrinth Escape
Indie,2017,654950.0,Labyrinth Escape
Action,2017,651170.0,Deep Horizon
Casual,2017,651170.0,Deep Horizon
Indie,2017,651170.0,Deep Horizon
Action,2017,628400.0,Robot Shield
Indie,2017,628400.0,Robot Shield
,,397600.0,Viral EX
Casual,2017,664660.0,Against the Gradient
Indie,2017,664660.0,Against the Gradient
Simulation,2017,664660.0,Against the Gradient
Casual,2017,635761.0,LOGistICAL - Canada
Strategy,2017,635761.0,LOGistICAL - Canada
Adventure,2017,668560.0,tho_maz
Casual,2017,668560.0,tho_maz
Indie,2017,668560.0,tho_maz
,,557940.0,The Muybridge Mausoleum
Action,2017,337290.0,Still Not Dead
Indie,2017,337290.0,Still Not Dead
Early Access,2017,337290.0,Still Not Dead
Casual,2017,661460.0,Thin Judgment
Indie,2017,661460.0,Thin Judgment
Adventure,2017,463950.0,Selenon Rising - Episode 2
Casual,2017,463950.0,Selenon Rising - Episode 2
Indie,2017,463950.0,Selenon Rising - Episode 2
Indie,2017,670030.0,Fantasy Grounds - Dungeons & Dragons: Shackles of Blood
RPG,2017,670030.0,Fantasy Grounds - Dungeons & Dragons: Shackles of Blood
Strategy,2017,670030.0,Fantasy Grounds - Dungeons & Dragons: Shackles of Blood
Action,2017,653090.0,BATTLECREW Space Pirates - Unlimited
Indie,2017,653090.0,BATTLECREW Space Pirates - Unlimited
Action,2017,411480.0,BATTLECREW™ Space Pirates
Free to Play,2017,411480.0,BATTLECREW™ Space Pirates
Indie,2017,411480.0,BATTLECREW™ Space Pirates
Action,2017,658860.0,BATTLECREW Space Pirates : All Pirates Skins
Indie,2017,658860.0,BATTLECREW Space Pirates : All Pirates Skins
Adventure,2017,647930.0,Danse Macabre: Crimson Cabaret Collector's Edition
Casual,2017,647930.0,Danse Macabre: Crimson Cabaret Collector's Edition
Action,2017,666200.0,Of Guards and Thieves - Map Workshop
Casual,2017,666200.0,Of Guards and Thieves - Map Workshop
Free to Play,2017,666200.0,Of Guards and Thieves - Map Workshop
Indie,2017,666200.0,Of Guards and Thieves - Map Workshop
Massively Multiplayer,2017,666200.0,Of Guards and Thieves - Map Workshop
Adventure,2017,632160.0,"Gray Skies, Dark Waters Soundtrack & Art Book"
Casual,2017,632160.0,"Gray Skies, Dark Waters Soundtrack & Art Book"
Indie,2017,632160.0,"Gray Skies, Dark Waters Soundtrack & Art Book"
Indie,2017,505640.0,Antihero
Strategy,2017,505640.0,Antihero
Indie,2017,652490.0,Antihero Book Club Characters
Strategy,2017,652490.0,Antihero Book Club Characters
Indie,2017,596460.0,Antihero - Soundtrack
Strategy,2017,596460.0,Antihero - Soundtrack
,2017,627040.0,The Dark Tapes
,2008,649540.0,The Battery's Down
Action,2017,510360.0,Recession
Indie,2017,510360.0,Recession
Early Access,2017,510360.0,Recession
Casual,2017,664420.0,Girls and Quiz
Indie,2017,664420.0,Girls and Quiz
Casual,2017,662730.0,MIND REFLECTION ⬛ Inside the Black Mirror Puzzle
Indie,2017,662730.0,MIND REFLECTION ⬛ Inside the Black Mirror Puzzle
Action,2015,669760.0,One Bit
Adventure,2015,669760.0,One Bit
Indie,2015,669760.0,One Bit
Action,2017,629440.0,Graze Counter
Casual,2017,629440.0,Graze Counter
,,660820.0,Retro Block VR
,,658390.0,Tunnel Runner VR
Action,2017,675400.0,Spaceship Looter - Soundtrack
Adventure,2017,675400.0,Spaceship Looter - Soundtrack
Indie,2017,675400.0,Spaceship Looter - Soundtrack
RPG,2017,675400.0,Spaceship Looter - Soundtrack
Action,2017,388370.0,Nova Blitz
Free to Play,2017,388370.0,Nova Blitz
Indie,2017,388370.0,Nova Blitz
Massively Multiplayer,2017,388370.0,Nova Blitz
Strategy,2017,388370.0,Nova Blitz
Indie,2017,646930.0,868-HACK - PLAN.B
Strategy,2017,646930.0,868-HACK - PLAN.B
,,665880.0,Survivor VR
Action,2017,666060.0,Derelict Fleet
Adventure,2017,666060.0,Derelict Fleet
Indie,2017,666060.0,Derelict Fleet
Action,2017,649330.0,Wonder Boy: The Dragon's Trap - Original Soundtrack
Adventure,2017,649330.0,Wonder Boy: The Dragon's Trap - Original Soundtrack
Indie,2017,649330.0,Wonder Boy: The Dragon's Trap - Original Soundtrack
Adventure,2017,667710.0,A Tale of Caos: Overture - Act III
Indie,2017,667710.0,A Tale of Caos: Overture - Act III
Indie,2017,636470.0,Tungulus
Action,2017,497621.0,Awesomenauts - Pyromancer Smiles Skin
Indie,2017,497621.0,Awesomenauts - Pyromancer Smiles Skin
Strategy,2017,497621.0,Awesomenauts - Pyromancer Smiles Skin
Action,2017,648260.0,Insane Road
Adventure,2017,648260.0,Insane Road
Indie,2017,648260.0,Insane Road
Racing,2017,648260.0,Insane Road
Action,2017,647371.0,VR Sports - Table Tennis
Casual,2017,647371.0,VR Sports - Table Tennis
Indie,2017,647371.0,VR Sports - Table Tennis
Sports,2017,647371.0,VR Sports - Table Tennis
Casual,2017,661480.0,UniOne
Indie,2017,661480.0,UniOne
Strategy,2017,661480.0,UniOne
Indie,2017,674310.0,THE 2048
Action,2017,628660.0,Lode Runner Legacy
Casual,2017,628660.0,Lode Runner Legacy
Action,2017,656310.0,Dracula's Library
Adventure,2017,656310.0,Dracula's Library
Casual,2017,656310.0,Dracula's Library
Indie,2017,656310.0,Dracula's Library
RPG,2017,656310.0,Dracula's Library
Simulation,2017,656310.0,Dracula's Library
Free to Play,2017,645260.0,Trophy Fishing 2
Simulation,2017,645260.0,Trophy Fishing 2
Sports,2017,645260.0,Trophy Fishing 2
Casual,2017,659950.0,Travel Riddles: Trip To Italy
Simulation,2017,562372.0,Train Simulator: Mighty Seddin Freight Route Add-On
Simulation,2017,500248.0,Train Simulator: Aerotrain Streamlined Train Add-On
Casual,2017,667300.0,aMAZE 3D
Indie,2017,667300.0,aMAZE 3D
Strategy,2017,647430.0,Game of Emperors
Casual,2017,654900.0,qop
Indie,2017,654900.0,qop
Adventure,2017,477030.0,The Lion's Song: Episode 4 - Closure
Indie,2017,477030.0,The Lion's Song: Episode 4 - Closure
Action,2017,655130.0,LSDriver 2
Casual,2017,655130.0,LSDriver 2
Indie,2017,655130.0,LSDriver 2
Racing,2017,655130.0,LSDriver 2
Simulation,2017,655130.0,LSDriver 2
Sports,2017,655130.0,LSDriver 2
,,498990.0,Balloon Chair Death Match
Adventure,2017,466810.0,Soulslayer～灭魂·误佳期～
Casual,2017,466810.0,Soulslayer～灭魂·误佳期～
Indie,2017,466810.0,Soulslayer～灭魂·误佳期～
,,614970.0,Qbike: Cyberpunk Motorcycles
,,662950.0,CloudCity VR
Indie,2017,654910.0,YANKAI'S PEAK.
Adventure,2017,663240.0,All You Can Eat
Casual,2017,663240.0,All You Can Eat
Indie,2017,663240.0,All You Can Eat
,2014,647250.0,To Be Takei
Adventure,2017,668710.0,Steam Starter Pack
Free to Play,2017,668710.0,Steam Starter Pack
RPG,2017,668710.0,Steam Starter Pack
Strategy,2017,668710.0,Steam Starter Pack
Action,2017,655470.0,A Goo Adventure
Adventure,2017,655470.0,A Goo Adventure
Casual,2017,655470.0,A Goo Adventure
Indie,2017,655470.0,A Goo Adventure
Adventure,2017,581750.0,Origin Of Destiny - Donation #2
Free to Play,2017,581750.0,Origin Of Destiny - Donation #2
Indie,2017,581750.0,Origin Of Destiny - Donation #2
RPG,2017,581750.0,Origin Of Destiny - Donation #2
Action,2017,654990.0,Dude Simulator
Adventure,2017,654990.0,Dude Simulator
Indie,2017,654990.0,Dude Simulator
Simulation,2017,654990.0,Dude Simulator
Adventure,2017,668714.0,Steam Fleet Commander Pack
Free to Play,2017,668714.0,Steam Fleet Commander Pack
RPG,2017,668714.0,Steam Fleet Commander Pack
Strategy,2017,668714.0,Steam Fleet Commander Pack
Free to Play,2017,674300.0,World of Guns: Shotguns Pack #1
Indie,2017,674300.0,World of Guns: Shotguns Pack #1
Simulation,2017,674300.0,World of Guns: Shotguns Pack #1
Casual,2017,585920.0,Puzzle One
Indie,2017,585920.0,Puzzle One
Action,2017,662210.0,Metal as Phuk
Adventure,2017,662210.0,Metal as Phuk
Casual,2017,662210.0,Metal as Phuk
Indie,2017,662210.0,Metal as Phuk
RPG,2017,662210.0,Metal as Phuk
Strategy,2017,662210.0,Metal as Phuk
Action,2017,489570.0,Antisphere
Casual,2017,489570.0,Antisphere
Indie,2017,489570.0,Antisphere
Massively Multiplayer,2017,489570.0,Antisphere
Strategy,2017,489570.0,Antisphere
Casual,2017,663390.0,Rento Fortune - Online Dice Board Game
Indie,2017,663390.0,Rento Fortune - Online Dice Board Game
Massively Multiplayer,2017,663390.0,Rento Fortune - Online Dice Board Game
Strategy,2017,663390.0,Rento Fortune - Online Dice Board Game
Action,2017,630160.0,Super Rocket Shootout
Indie,2017,630160.0,Super Rocket Shootout
Action,2017,535690.0,Crash Force®
Indie,2017,535690.0,Crash Force®
RPG,2017,535690.0,Crash Force®
Action,2017,657260.0,救う(SHE SAVE)
Strategy,2017,602510.0,Gettysburg: The Tide Turns
Adventure,2017,647940.0,Shrouded Tales: Revenge of Shadows Collector's Edition
Casual,2017,647940.0,Shrouded Tales: Revenge of Shadows Collector's Edition
Action,2017,303610.0,Suicide Guy
Casual,2017,654970.0,Numberline 2
Indie,2017,654970.0,Numberline 2
Action,2017,673570.0,Squadron: Sky Guardians
Indie,2017,673570.0,Squadron: Sky Guardians
Simulation,2017,673570.0,Squadron: Sky Guardians
Indie,2017,670370.0,Fallen Cube
Indie,2017,502520.0,Ultimate General: Civil War
Simulation,2017,502520.0,Ultimate General: Civil War
Strategy,2017,502520.0,Ultimate General: Civil War
Action,2017,522210.0,Serial Cleaner
Indie,2017,522210.0,Serial Cleaner
Action,2017,641980.0,Block Survival: Legend of the Lost Islands
Adventure,2017,641980.0,Block Survival: Legend of the Lost Islands
Indie,2017,641980.0,Block Survival: Legend of the Lost Islands
Indie,,658340.0,Edge of Insanity
Action,2017,664350.0,German Fortress 3D
Indie,2017,664350.0,German Fortress 3D
Action,2017,666310.0,Space of Darkness
Adventure,2017,666310.0,Space of Darkness
Casual,2017,666310.0,Space of Darkness
Indie,2017,666310.0,Space of Darkness
Early Access,2017,666310.0,Space of Darkness
Free to Play,2017,643270.0,OLDTV
Indie,2017,643270.0,OLDTV
Casual,2017,667920.0,Survival Tycoon™
Indie,2017,667920.0,Survival Tycoon™
Simulation,2017,667920.0,Survival Tycoon™
Strategy,2017,667920.0,Survival Tycoon™
Casual,2017,656560.0,Castaway Home Designer
Indie,2017,656560.0,Castaway Home Designer
Simulation,2017,656560.0,Castaway Home Designer
Action,2017,660320.0,M.A.C.E. Tower Defense
Indie,2017,660320.0,M.A.C.E. Tower Defense
Strategy,2017,660320.0,M.A.C.E. Tower Defense
Casual,2017,659940.0,Travel Riddles: Trip To France
Adventure,2017,659260.0,Canvas Quest
Indie,2017,659260.0,Canvas Quest
RPG,2017,659260.0,Canvas Quest
Action,2017,660970.0,Persian: The Great Lamp Heist
Adventure,2017,660970.0,Persian: The Great Lamp Heist
Indie,2017,660970.0,Persian: The Great Lamp Heist
Casual,2017,661000.0,Flow:The Sliding
Indie,2017,661000.0,Flow:The Sliding
Adventure,2017,663730.0,Invasion of Barbarians
Indie,2017,663730.0,Invasion of Barbarians
RPG,2017,663730.0,Invasion of Barbarians
,,662470.0,SoundLites
Casual,2017,658430.0,Professor Watts Word Search: Into The Ocean
Indie,2017,658430.0,Professor Watts Word Search: Into The Ocean
Strategy,2017,658430.0,Professor Watts Word Search: Into The Ocean
Adventure,2017,656360.0,BOUNCED
Casual,2017,656360.0,BOUNCED
Indie,2017,656360.0,BOUNCED
Action,2017,458660.0,The Slimeking's Tower
Adventure,2017,458660.0,The Slimeking's Tower
Indie,2017,458660.0,The Slimeking's Tower
RPG,2017,458660.0,The Slimeking's Tower
Early Access,2017,458660.0,The Slimeking's Tower
Action,2017,635070.0,THE WALL 墙
Indie,2017,659090.0,Proviant
RPG,2017,659090.0,Proviant
Simulation,2017,659090.0,Proviant
Strategy,2017,659090.0,Proviant
Action,2017,679950.0,Trapped Summoner - Taigren`s Secrets
Adventure,2017,679950.0,Trapped Summoner - Taigren`s Secrets
Indie,2017,679950.0,Trapped Summoner - Taigren`s Secrets
RPG,2017,679950.0,Trapped Summoner - Taigren`s Secrets
Casual,2016,659890.0,Fantasy Mosaics 17: New Palette
Indie,2016,659890.0,Fantasy Mosaics 17: New Palette
Action,2017,671950.0,The Initial Original Sound Track
Adventure,2017,671950.0,The Initial Original Sound Track
Indie,2017,671950.0,The Initial Original Sound Track
RPG,2017,671950.0,The Initial Original Sound Track
Action,2017,657590.0,Grav Blazer
Casual,2017,657590.0,Grav Blazer
Indie,2017,657590.0,Grav Blazer
Adventure,2017,580200.0,Yonder: The Cloud Catcher Chronicles
Indie,2017,580200.0,Yonder: The Cloud Catcher Chronicles
Casual,2017,664050.0,StopTime Drive
Indie,2017,664050.0,StopTime Drive
Casual,2017,667820.0,Farmington Tales
Simulation,2017,667820.0,Farmington Tales
Adventure,2017,678250.0,NoserLand
Action,2017,654010.0,Project MALLOW
Indie,2017,654010.0,Project MALLOW
